season_id,player_id,player_name,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,fantasy_pts,video_available,fg,ft
41969,77842,Mel Peterson,2601,LAS,Los Angeles Stars,0146900306,1970-05-25,LAS vs. INA,L,1,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,NA,0,NA,NA
41969,80678,Trooper Washington,2601,LAS,Los Angeles Stars,0146900305,1970-05-23,LAS @ INA,W,9,0,1,0,0,0,0,2,1,3,0,NA,NA,1,0,0,NA,0,0,NA
41969,80626,Andrew Anderson,2601,LAS,Los Angeles Stars,0146900305,1970-05-23,LAS @ INA,W,7,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,NA,0,NA,NA
41969,78617,Tom Workman,2601,LAS,Los Angeles Stars,0146900305,1970-05-23,LAS @ INA,W,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,NA,NA
41969,80446,Arthur Becker,1610612754,INA,Indiana Pacers,0146900305,1970-05-23,INA vs. LAS,L,10,0,1,0,0,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,0,NA
41969,80570,Ollie Darden,1610612754,INA,Indiana Pacers,0146900304,1970-05-19,INA @ LAS,W,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA
41969,80570,Ollie Darden,1610612754,INA,Indiana Pacers,0146900303,1970-05-18,INA @ LAS,L,2,0,1,0,0,0,0,0,0,0,0,NA,NA,1,1,0,NA,0,0,NA
41969,80446,Arthur Becker,1610612754,INA,Indiana Pacers,0146900303,1970-05-18,INA @ LAS,L,7,0,1,0,0,0,0,0,1,1,0,NA,NA,0,2,0,NA,0,0,NA
41969,80570,Ollie Darden,1610612754,INA,Indiana Pacers,0146900302,1970-05-17,INA vs. LAS,W,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA
41969,77380,Freddie Lewis,1610612754,INA,Indiana Pacers,0146900302,1970-05-17,INA vs. LAS,W,32,0,10,0,0,0,1,2,1,3,0,NA,NA,2,3,0,NA,0,0,0
