season_id,player_id,player_name,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,fantasy_pts,video_available,fg,ft
21968,76105,Jim Barnes,1610612738,BOS,Boston Celtics,0026800572,1969-03-24,BOS vs. SDR,W,0,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,0,NA
21968,76759,Pat Frink,1610612758,CIN,Cincinnati Royals,0026800571,1969-03-24,CIN @ PHL,W,1,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,NA
21968,76740,Fred Foster,1610612758,CIN,Cincinnati Royals,0026800571,1969-03-24,CIN @ PHL,W,1,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,0,NA
21968,76103,Harry Barnes,1610612745,SDR,San Diego Rockets,0026800572,1969-03-24,SDR @ BOS,L,0,0,1,NA,NA,0,2,NA,NA,0,0,NA,NA,NA,0,0,NA,0,0,0
21968,76219,Nate Bowman,1610612752,NYK,New York Knicks,0026800569,1969-03-23,NYK @ LAL,L,6,0,2,NA,NA,0,0,NA,NA,3,3,NA,NA,NA,1,0,NA,0,0,NA
21968,77061,Wilmer Hosket,1610612752,NYK,New York Knicks,0026800569,1969-03-23,NYK @ LAL,L,8,0,3,NA,NA,0,0,NA,NA,4,0,NA,NA,NA,2,0,NA,0,0,NA
21968,76977,Tom Hawkins,1610612747,LAL,Los Angeles Lakers,0026800569,1969-03-23,LAL vs. NYK,W,7,0,2,NA,NA,0,0,NA,NA,2,0,NA,NA,NA,0,0,NA,0,0,NA
21968,76103,Harry Barnes,1610612745,SDR,San Diego Rockets,0026800566,1969-03-23,SDR vs. ATL,W,0,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,1,0,NA,0,0,NA
21968,76028,Bob Allen,1610612744,SFW,San Francisco Warriors,0026800565,1969-03-22,SFW vs. NYK,L,2,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,NA
21968,76103,Harry Barnes,1610612745,SDR,San Diego Rockets,0026800564,1969-03-22,SDR vs. MIL,L,0,0,8,NA,NA,0,0,NA,NA,1,3,NA,NA,NA,3,0,NA,0,0,NA
21968,76219,Nate Bowman,1610612752,NYK,New York Knicks,0026800558,1969-03-21,NYK @ PHX,W,18,0,4,NA,NA,0,0,NA,NA,3,1,NA,NA,NA,5,0,NA,0,0,NA
21968,77584,Tom Meschery,1610612760,SEA,Seattle SuperSonics,0026800557,1969-03-21,SEA @ DET,L,12,0,2,NA,NA,0,3,NA,NA,5,2,NA,NA,NA,2,0,NA,0,0,0
21968,78084,Dale Schlueter,1610612744,SFW,San Francisco Warriors,0026800561,1969-03-21,SFW vs. MIL,W,4,0,1,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,0,0,NA,0,0,NA
21968,77765,Enoch Olsen,1610612765,DET,Detroit Pistons,0026800557,1969-03-21,DET vs. SEA,W,2,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,1,0,NA,0,NA,NA
21968,78539,Arthur Williams,1610612745,SDR,San Diego Rockets,0026800555,1969-03-20,SDR vs. ATL,W,0,0,2,NA,NA,0,0,NA,NA,4,6,NA,NA,NA,1,0,NA,0,0,NA
21968,76902,Richie Guerin,1610612737,ATL,Atlanta Hawks,0026800555,1969-03-20,ATL @ SDR,L,0,0,1,NA,NA,0,1,NA,NA,0,8,NA,NA,NA,3,0,NA,0,0,0
21968,77164,Rich Johnson,1610612738,BOS,Boston Celtics,0026800554,1969-03-19,BOS vs. CHI,W,5,0,1,NA,NA,0,2,NA,NA,2,0,NA,NA,NA,2,0,NA,0,0,0
21968,76867,Johnny Green,1610612755,PHL,Philadelphia 76ers,0026800551,1969-03-19,PHL vs. SEA,W,11,0,0,NA,NA,0,0,NA,NA,4,0,NA,NA,NA,0,0,NA,0,NA,NA
21968,77061,Wilmer Hosket,1610612752,NYK,New York Knicks,0026800553,1969-03-19,NYK vs. BLT,W,3,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,0,NA
21968,77966,Mike Riordan,1610612752,NYK,New York Knicks,0026800553,1969-03-19,NYK vs. BLT,W,6,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,NA,4,0,NA,0,NA,NA
21968,76219,Nate Bowman,1610612752,NYK,New York Knicks,0026800553,1969-03-19,NYK vs. BLT,W,3,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,NA,3,0,NA,0,NA,NA
